index,Bedrooms,Property Category,District,Price(Float)
2254,1,Apartment,Wuse,"2,500,000.00"
2255,4,Duplex,Jabi,"35,000,000.00"
2256,4,Duplex,Maitama,"50,000,000.00"
2257,3,Apartment,Kado,"8,000,000.00"
2258,3,Duplex,Mabushi,"10,000,000.00"
2259,3,Apartment,Wuye,"7,500,000.00"
2260,2,House,Apo,"7,000,000.00"
2261,4,Duplex,Mabushi,"10,000,000.00"
2262,2,Apartment,Wuye,"26,000,000.00"
2263,8,Duplex,Asokoro,"170,000,000.00"
2264,3,Duplex,Jabi,"32,000,000.00"
2265,4,Apartment,Garki,"20,000,000.00"
2266,3,Apartment,Durumi,"6,500,000.00"
2267,6,Duplex,Maitama,"50,000,000.00"
2268,4,Duplex,Jabi,"40,000,000.00"
2269,3,Apartment,Katampe,"6,500,000.00"
2270,7,Duplex,Maitama,"80,000,000.00"
2271,3,Apartment,Maitama,"16,000,000.00"
2272,3,Apartment,Katampe,"5,000,000.00"
2273,4,Duplex,Jahi,"13,000,000.00"
2274,7,Duplex,Asokoro,"65,000,000.00"
2275,5,Duplex,Maitama,"100,000,000.00"
2276,2,Apartment,Utako,"12,000,000.00"
2277,3,Apartment,Wuye,"15,000,000.00"
2278,4,Duplex,Lugbe,"4,500,000.00"
2279,6,Duplex,Maitama,"50,000,000.00"
2280,2,Apartment,Jabi,"12,000,000.00"
2281,3,Apartment,Maitama,"16,000,000.00"
2282,3,Duplex,Jabi,"32,000,000.00"
2283,5,Duplex,Katampe,"18,000,000.00"
2284,3,Apartment,Katampe,"8,000,000.00"
2285,4,Duplex,Jabi,"13,000,000.00"
2286,2,House,Jahi,"12,000,000.00"
2287,6,Duplex,Maitama,"50,000,000.00"
2288,18,Apartment,Wuse,"35,000,000.00"
2289,8,Duplex,Maitama,"150,000,000.00"
2290,4,Duplex,Maitama,"50,000,000.00"
2291,5,Duplex,Mabushi,"15,000,000.00"
2292,2,Apartment,Guzape,"10,000,000.00"
2293,2,Apartment,Jahi,"5,000,000.00"
2294,4,Duplex,Guzape,"15,000,000.00"
2295,3,Duplex,Wuse,"25,000,000.00"
2296,3,Apartment,Gwarinpa,"4,000,000.00"
2297,2,Apartment,Guzape,"10,000,000.00"
2298,4,Duplex,Guzape,"18,000,000.00"
2299,4,Duplex,Mabushi,"13,000,000.00"
2300,3,Apartment,Jahi,"8,500,000.00"
2301,3,Duplex,Jabi,"32,000,000.00"
2302,2,Apartment,Gwarinpa,"2,500,000.00"
2303,4,Duplex,Life Camp,"25,000,000.00"
2304,1,Apartment,Wuye,"12,000,000.00"
2305,5,Duplex,Lugbe,"6,000,000.00"
2306,2,Apartment,Kado,"10,000,000.00"
2307,2,Apartment,Wuye,"6,000,000.00"
2308,3,Apartment,Lokogoma,"4,000,000.00"
2309,5,Duplex,Mabushi,"17,500,000.00"
2310,2,Apartment,Life Camp,"7,500,000.00"
2311,4,Duplex,Maitama,"45,000,000.00"
2312,3,Apartment,Maitama,"16,000,000.00"
2313,3,Duplex,Wuse,"25,000,000.00"
2314,5,Duplex,Wuse,"50,000,000.00"
2315,2,Apartment,Katampe,"7,000,000.00"
2316,4,Duplex,Life Camp,"20,000,000.00"
2317,2,Apartment,Katampe,"7,000,000.00"
2318,5,Duplex,Asokoro,"40,000,000.00"
2319,6,Duplex,Asokoro,"30,000,000.00"
2320,4,Duplex,Jabi,"13,000,000.00"
2321,3,Duplex,Jabi,"32,000,000.00"
2322,3,Apartment,Garki,"7,000,000.00"
2323,3,Apartment,Katampe,"20,000,000.00"
2324,4,Duplex,Katampe,"16,500,000.00"
2325,3,Apartment,Maitama,"16,000,000.00"
2326,3,Apartment,Jahi,"10,000,000.00"
2327,4,Duplex,Jahi,"15,000,000.00"
2328,5,Duplex,Guzape,"30,000,000.00"
2329,4,Duplex,Wuye,"20,000,000.00"
2330,7,Duplex,Gwarinpa,"50,000,000.00"
2331,3,House,Kaura,"5,500,000.00"
2332,2,Apartment,Mabushi,"4,500,000.00"
2333,4,Duplex,Guzape,"35,000,000.00"
2334,4,Duplex,Apo,"10,000,000.00"
2335,5,Duplex,Maitama,"30,000,000.00"
2336,3,Duplex,Jabi,"32,000,000.00"
2337,3,Apartment,Katampe,"10,000,000.00"
2338,2,Bungalow,Lugbe,"2,300,000.00"
2339,2,Apartment,Mabushi,"10,000,000.00"
2340,3,Apartment,Wuye,"8,000,000.00"
2341,4,Duplex,Guzape,"15,000,000.00"
2342,4,Duplex,Guzape,"25,000,000.00"
2343,2,Apartment,Lugbe,"3,000,000.00"
2344,4,Duplex,Jabi,"58,000,000.00"
2345,5,Duplex,Maitama,"120,000,000.00"
2346,4,Duplex,Life Camp,"15,000,000.00"
2347,3,Apartment,Life Camp,"8,000,000.00"
2348,2,House,Maitama,"10,000,000.00"
2349,3,Apartment,Utako,"5,000,000.00"
2350,3,Apartment,Maitama,"120,000,000.00"
2351,3,Apartment,Guzape,"10,000,000.00"
2352,3,Apartment,Maitama,"20,000,000.00"
2353,4,Duplex,Maitama,"25,000,000.00"
2354,3,Duplex,Jabi,"32,000,000.00"
2355,3,Apartment,Katampe,"22,000,000.00"
2356,3,Duplex,Lokogoma,"7,000,000.00"
2357,2,Apartment,Utako,"6,000,000.00"
2358,2,Apartment,Durumi,"3,500,000.00"
2359,4,Duplex,Wuse,"35,000,000.00"
2360,5,Duplex,Guzape,"18,000,000.00"
2361,4,Duplex,Life Camp,"15,000,000.00"
2362,2,Apartment,Utako,"6,000,000.00"
2363,4,Duplex,Lugbe,"4,500,000.00"
2364,3,Duplex,Mabushi,"12,000,000.00"
2365,7,House,Maitama,"150,000,000.00"
2366,4,Duplex,Apo,"12,000,000.00"
2367,4,Duplex,Katampe,"16,000,000.00"
2368,3,Apartment,Jahi,"8,500,000.00"
2369,3,Duplex,Jabi,"32,000,000.00"
2370,6,Duplex,Wuse,"35,000,000.00"
2371,3,Apartment,Utako,"5,000,000.00"
2372,3,Bungalow,Life Camp,"8,000,000.00"
2373,4,Duplex,Jahi,"12,000,000.00"
2374,4,Duplex,Wuse,"30,000,000.00"
2375,3,Apartment,Jabi,"25,000,000.00"
2376,3,Apartment,Maitama,"16,000,000.00"
2377,4,Duplex,Life Camp,"12,000,000.00"
2378,3,Apartment,Wuse,"15,500,000.00"
2379,2,Apartment,Wuse,"13,000,000.00"
2380,5,Duplex,Idu,"15,000,000.00"
2381,3,Bungalow,Gwarinpa,"8,000,000.00"
2382,2,Apartment,Garki,"32,000,000.00"
2383,10,Duplex,Maitama,"100,000,000.00"
2384,5,Duplex,Life Camp,"13,000,000.00"
2385,3,Duplex,Jabi,"32,000,000.00"
2386,2,Apartment,Katampe,"25,000,000.00"
2387,4,Duplex,Katampe,"25,000,000.00"
2388,4,Duplex,Katampe,"20,000,000.00"
2389,6,Duplex,Katampe,"30,000,000.00"
2390,6,Duplex,Katampe,"35,000,000.00"
2391,3,Duplex,Katampe,"10,000,000.00"
2392,4,Duplex,Katampe,"25,000,000.00"
2393,4,Duplex,Gwarinpa,"12,000,000.00"
2394,3,Apartment,Utako,"8,500,000.00"
2395,3,Apartment,Life Camp,"4,000,000.00"
2396,4,House,Life Camp,"6,000,000.00"
2397,2,Apartment,Durumi,"6,100,000.00"
2398,3,Apartment,Mabushi,"10,500,000.00"
2399,7,Duplex,Asokoro,"40,000,000.00"
2400,2,Apartment,Lugbe,"165,000.00"
2401,3,Apartment,Maitama,"16,000,000.00"
2402,2,Apartment,Jahi,"6,000,000.00"
2403,4,Duplex,Life Camp,"25,000,000.00"
2404,3,Duplex,Jabi,"32,000,000.00"
2405,4,Duplex,Katampe,"25,000,000.00"
2406,4,Duplex,Apo,"15,000,000.00"
2407,2,Apartment,Lugbe,"4,000,000.00"
2408,3,Apartment,Mabushi,"10,500,000.00"
2409,2,Apartment,Wuye,"6,500,000.00"
2410,2,House,Life Camp,"7,000,000.00"
2411,5,Duplex,Kado,"25,000,000.00"
2412,5,Duplex,Wuye,"28,000,000.00"
2413,2,Apartment,Guzape,"7,000,000.00"
2414,4,House,Guzape,"15,000,000.00"
2415,5,Duplex,Guzape,"15,000,000.00"
2416,3,Bungalow,Gwarinpa,"10,000,000.00"
2417,2,Apartment,Mabushi,"4,000,000.00"
2418,4,Duplex,Guzape,"15,000,000.00"
2419,4,Duplex,Wuye,"25,000,000.00"
2420,2,Apartment,Lugbe,"3,000,000.00"
2421,3,House,Maitama,"40,000,000.00"
2422,3,Duplex,Jabi,"32,000,000.00"
2423,4,Duplex,Kaura,"8,000,000.00"
2424,3,Apartment,Katampe,"25,000,000.00"
2425,2,Apartment,Gwarinpa,"4,000,000.00"
2426,3,Apartment,Guzape,"9,000,000.00"
2427,2,Apartment,Guzape,"12,000,000.00"
2428,1,Apartment,Asokoro,"7,000,000.00"
2429,3,Duplex,Jabi,"560,000,000.00"
2430,4,Duplex,Guzape,"35,000,000.00"
2431,4,Apartment,Jahi,"8,000,000.00"
2432,3,Apartment,Durumi,"6,000,000.00"
2433,5,Duplex,Wuse,"70,000,000.00"
2434,4,Duplex,Guzape,"18,000,000.00"
2435,3,Apartment,Mabushi,"10,500,000.00"
2436,3,Duplex,Jabi,"32,000,000.00"
2437,2,Bungalow,Kaura,"4,500,000.00"
2438,5,Duplex,Katampe,"18,000,000.00"
2439,4,Duplex,Katampe,"22,000,000.00"
2440,2,Apartment,Gwarinpa,"3,000,000.00"
2441,2,Apartment,Gwarinpa,"4,000,000.00"
2442,3,Apartment,Apo,"4,500,000.00"
2443,3,Apartment,Asokoro,"12,000,000.00"
2444,2,Apartment,Lugbe,"3,500,000.00"
2445,5,Duplex,Guzape,"25,000,000.00"
2446,2,Apartment,Jahi,"12,000,000.00"
2447,3,Apartment,Lugbe,"5,500,000.00"
2448,2,Apartment,Lugbe,"3,500,000.00"
2449,4,Duplex,Kado,"30,000,000.00"
2450,3,Apartment,Jabi,"35,000,000.00"
2451,5,Duplex,Asokoro,"30,000,000.00"
2452,3,Apartment,Jabi,"35,000,000.00"
2453,3,Duplex,Jabi,"32,000,000.00"
2454,4,Duplex,Katampe,"16,500,000.00"
2455,4,Duplex,Katampe,"20,000,000.00"
2456,4,Duplex,Life Camp,"25,000,000.00"
2457,3,Apartment,Life Camp,"7,000,000.00"
2458,4,Duplex,Life Camp,"15,000,000.00"
2459,4,Duplex,Jabi,"12,000,000.00"
2460,4,Duplex,Guzape,"15,000,000.00"
2461,2,Apartment,Life Camp,"7,000,000.00"
2462,5,Duplex,Maitama,"150,000,000.00"
2463,5,Duplex,Asokoro,"150,000,000.00"
2464,4,Duplex,Wuse,"30,000,000.00"
2465,7,Duplex,Maitama,"80,000,000.00"
2466,2,Apartment,Maitama,"25,000,000.00"
2467,4,Duplex,Lugbe,"5,000,000.00"
2468,4,Duplex,Jabi,"30,000,000.00"
2469,4,Duplex,Lokogoma,"12,000,000.00"
2470,3,Apartment,Durumi,"15,000,000.00"
2471,2,Apartment,Maitama,"3,000,000.00"
2472,4,Duplex,Guzape,"15,000,000.00"
2473,4,Duplex,Guzape,"20,000,000.00"
2474,3,Duplex,Jabi,"32,000,000.00"
2475,5,Duplex,Katampe,"35,000,000.00"
2476,5,Duplex,Katampe,"30,000,000.00"
2477,5,House,Katampe,"35,000,000.00"
2478,5,Duplex,Katampe,"35,000,000.00"
2479,3,Apartment,Jahi,"8,000,000.00"
2480,4,Apartment,Wuse,"35,000,000.00"
2481,1,Apartment,Asokoro,"9,000,000.00"
2482,4,Duplex,Asokoro,"27,000,000.00"
2483,5,Duplex,Maitama,"35,000,000.00"
2484,3,Apartment,Jahi,"9,000,000.00"
2485,3,Apartment,Life Camp,"6,000,000.00"
2486,7,Duplex,Maitama,"50,000,000.00"
2487,3,Apartment,Asokoro,"22,000,000.00"
2488,3,Duplex,Jabi,"32,000,000.00"
2489,5,Duplex,Katampe,"30,000,000.00"
2490,5,Duplex,Katampe,"30,000,000.00"
2491,3,Apartment,Katampe,"8,000,000.00"
2492,2,Apartment,Gwarinpa,"4,000,000.00"
2493,5,Duplex,Maitama,"30,000,000.00"
2494,3,Apartment,Jahi,"8,000,000.00"
2495,2,Apartment,Wuye,"25,000,000.00"
2496,5,Duplex,Asokoro,"18,000,000.00"
2497,1,Apartment,Asokoro,"10,000,000.00"
2498,2,Apartment,Utako,"5,000,000.00"
2499,2,Apartment,Asokoro,"25,000,000.00"
2500,2,Duplex,Asokoro,"25,000,000.00"
2501,2,Duplex,Asokoro,"20,000,000.00"
2502,4,Duplex,Asokoro,"25,000,000.00"
2503,3,Apartment,Wuye,"8,000,000.00"
2504,3,Apartment,Utako,"6,000,000.00"
2505,5,Duplex,Life Camp,"10,000,000.00"
2506,3,Apartment,Life Camp,"5,000,000.00"
2507,3,Duplex,Jabi,"32,000,000.00"
2508,4,Duplex,Katampe,"16,000,000.00"
2509,5,Duplex,Wuse,"40,000,000.00"
2510,2,Apartment,Wuse,"10,000,000.00"
2511,1,Apartment,Gwarinpa,"3,000,000.00"
2512,5,Duplex,Maitama,"30,000,000.00"
2513,5,Duplex,Apo,"15,000,000.00"
2514,3,Apartment,Life Camp,"5,500,000.00"
2515,4,Duplex,Idu,"9,000,000.00"
2516,4,Duplex,Jahi,"12,000,000.00"
2517,2,Duplex,Life Camp,"7,500,000.00"
2518,3,Duplex,Jabi,"32,000,000.00"
2519,4,Duplex,Jabi,"8,500,000.00"
2520,2,Apartment,Guzape,"5,000,000.00"
2521,3,Apartment,Idu,"6,000,000.00"
2522,3,Duplex,Apo,"8,000,000.00"
2523,2,Apartment,Lokogoma,"3,000,000.00"
2524,4,Duplex,Wuye,"15,000,000.00"
2525,3,Apartment,Wuye,"8,000,000.00"
2526,2,Bungalow,Life Camp,"5,000,000.00"
2527,4,Duplex,Mabushi,"13,500,000.00"
2528,3,Duplex,Life Camp,"8,000,000.00"
2529,2,Bungalow,Life Camp,"5,000,000.00"
2530,1,Apartment,Gwarinpa,"3,500,000.00"
2531,3,Duplex,Jabi,"32,000,000.00"
2532,3,Apartment,Gwarinpa,"6,000,000.00"
2533,3,Apartment,Jahi,"8,000,000.00"
2534,2,House,Maitama,"7,000,000.00"
2535,4,Duplex,Asokoro,"20,000,000.00"
2536,5,Duplex,Gwarinpa,"18,000,000.00"
2537,5,Duplex,Guzape,"40,000,000.00"
2538,4,Duplex,Jahi,"15,000,000.00"
2539,3,Apartment,Apo,"7,000,000.00"
2540,3,Apartment,Apo,"75,000,000.00"
2541,1,Apartment,Utako,"3,500,000.00"
2542,4,Duplex,Kaura,"8,500,000.00"
2543,3,Apartment,Jabi,"8,000,000.00"
2544,2,Apartment,Jahi,"7,000,000.00"
2545,3,Duplex,Jabi,"32,000,000.00"
2546,2,Apartment,Katampe,"20,000,000.00"
2547,3,Apartment,Apo,"6,000,000.00"
2548,3,Apartment,Maitama,"40,000,000.00"
2549,3,Apartment,Durumi,"5,000,000.00"
2550,8,Duplex,Guzape,"70,000,000.00"
2551,4,Duplex,Lokogoma,"16,000,000.00"
2552,3,Apartment,Apo,"7,000,000.00"
2553,4,Duplex,Life Camp,"12,000,000.00"
2554,4,Duplex,Life Camp,"10,000,000.00"
2555,3,Duplex,Jabi,"32,000,000.00"
2556,4,House,Apo,"14,000,000.00"
2557,2,Apartment,Katampe,"10,000,000.00"
2558,6,House,Jahi,"50,000,000.00"
2559,3,Apartment,Jahi,"8,000,000.00"
2560,4,House,Mabushi,"15,000,000.00"
2561,4,Duplex,Apo,"11,000,000.00"
2562,3,Apartment,Kaura,"6,000,000.00"
2563,3,House,Mabushi,"8,000,000.00"
2564,4,Duplex,Mabushi,"15,000,000.00"
2565,3,Duplex,Jabi,"32,000,000.00"
2566,4,Duplex,Katampe,"12,000,000.00"
2567,3,Apartment,Life Camp,"7,000,000.00"
2568,3,House,Lugbe,"6,000,000.00"
2569,4,Duplex,Wuye,"20,000,000.00"
2570,3,Bungalow,Gwarinpa,"6,500,000.00"
2571,4,Duplex,Jahi,"15,000,000.00"
2572,1,Apartment,Asokoro,"5,000,000.00"
2573,4,Duplex,Guzape,"40,000,000.00"
2574,5,Duplex,Wuse,"50,000,000.00"
2575,3,Duplex,Jabi,"32,000,000.00"
2576,1,Apartment,Wuye,"4,500,000.00"
2577,4,Duplex,Life Camp,"7,000,000.00"
2578,4,Duplex,Guzape,"40,000,000.00"
2579,4,Duplex,Gwarinpa,"35,000,000.00"
2580,2,Apartment,Jahi,"5,000,000.00"
2581,3,Apartment,Mabushi,"8,000,000.00"
2582,1,Apartment,Gwarinpa,"3,500,000.00"
2583,3,House,Mabushi,"7,500,000.00"
2584,4,Duplex,Lugbe,"4,500,000.00"
2585,2,Duplex,Apo,"6,000,000.00"
2586,10,Duplex,Maitama,"150,000,000.00"
2587,2,Apartment,Idu,"4,000,000.00"
2588,3,Duplex,Jabi,"32,000,000.00"
2589,3,Apartment,Lugbe,"3,850,000.00"
2590,4,Duplex,Mabushi,"10,000,000.00"
2591,5,Duplex,Kado,"8,000,000.00"
2592,3,Apartment,Apo,"6,000,000.00"
2593,4,Duplex,Mabushi,"15,000,000.00"
2594,5,Duplex,Guzape,"15,000,000.00"
2595,3,House,Guzape,"9,000,000.00"
2596,2,Apartment,Lugbe,"3,500,000.00"
2597,2,Apartment,Life Camp,"5,000,000.00"
2598,2,Apartment,Kaura,"4,000,000.00"
2599,3,Bungalow,Garki,"20,000,000.00"
2600,4,Bungalow,Lokogoma,"6,500,000.00"
2601,1,Apartment,Lugbe,"2,222,000.00"
2602,1,Apartment,Lugbe,"1,350,000.00"
2603,4,Duplex,Lugbe,"10,000,000.00"
2604,3,Duplex,Jabi,"32,000,000.00"
2605,6,Duplex,Wuse,"45,000,000.00"
2606,1,Apartment,Lokogoma,"2,500,000.00"
2607,2,Apartment,Lugbe,"4,500,000.00"
2608,2,Apartment,Jabi,"6,000,000.00"
2609,3,Bungalow,Life Camp,"7,000,000.00"
2610,6,Duplex,Wuse,"45,000,000.00"
2611,4,Apartment,Katampe,"8,500,000.00"
2612,1,Apartment,Jabi,"3,000,000.00"
2613,2,Bungalow,Jabi,"5,000,000.00"
2614,1,Apartment,Gwarinpa,"2,700,000.00"
2615,16,Duplex,Asokoro,"500,000,000.00"
2616,4,Duplex,Utako,"18,000,000.00"
2617,4,Duplex,Gwarinpa,"14,000,000.00"
2618,4,Duplex,Wuse,"25,000,000.00"
2619,3,House,Wuye,"8,000,000.00"
2620,5,Duplex,Gwarinpa,"15,000,000.00"
2621,3,Duplex,Jabi,"32,000,000.00"
2622,2,Apartment,Garki,"30,000,000.00"
2623,3,Apartment,Katampe,"20,000,000.00"
2624,1,Apartment,Katampe,"7,000,000.00"
2625,2,Apartment,Katampe,"20,000,000.00"
2626,3,Apartment,Katampe,"5,000,000.00"
2627,4,Duplex,Guzape,"30,000,000.00"
2628,3,Apartment,Kaura,"5,000,000.00"
2629,2,Apartment,Guzape,"8,000,000.00"
2630,3,Apartment,Wuse,"7,000,000.00"
2631,1,Apartment,Jabi,"11,000,000.00"
2632,2,Apartment,Lokogoma,"3,500,000.00"
2633,4,Duplex,Maitama,"30,000,000.00"
2634,2,Apartment,Gwarinpa,"4,500,000.00"
2635,3,Duplex,Jabi,"32,000,000.00"
2636,3,Apartment,Garki,"8,000,000.00"
2637,4,Duplex,Katampe,"20,000,000.00"
2638,7,Duplex,Asokoro,"130,000,000.00"
2639,3,Apartment,Wuse,"10,000,000.00"
2640,5,Duplex,Wuye,"30,000,000.00"
2641,2,Apartment,Idu,"3,500,000.00"
2642,3,Apartment,Lugbe,"6,000,000.00"
2643,2,House,Lugbe,"4,000,000.00"
2644,3,Bungalow,Gwarinpa,"12,000,000.00"
2645,2,Apartment,Jabi,"8,000,000.00"
2646,4,Duplex,Katampe,"16,000,000.00"
2647,2,Apartment,Lugbe,"6,000,000.00"
2648,1,Apartment,Lokogoma,"2,400,000.00"
2649,3,Apartment,Guzape,"10,000,000.00"
2650,4,Duplex,Lokogoma,"4,000,000.00"
2651,3,Duplex,Jabi,"32,000,000.00"
2652,2,House,Katampe,"25,000,000.00"
2653,1,Apartment,Wuse,"2,000,000.00"
2654,3,Apartment,Idu,"5,800,000.00"
2655,4,Duplex,Wuye,"25,000,000.00"
2656,5,Duplex,Wuse,"80,000,000.00"
2657,1,Apartment,Asokoro,"3,500,000.00"
2658,3,House,Maitama,"35,000,000.00"
2659,3,House,Wuye,"20,000,000.00"
2660,2,Apartment,Kabusa,"2,500,000.00"
2661,3,Apartment,Jahi,"8,500,000.00"
2662,1,Apartment,Lugbe,"1,500,000.00"
2663,1,Apartment,Jahi,"4,000,000.00"
2664,3,Duplex,Lugbe,"3,500,000.00"
2665,3,Duplex,Jabi,"32,000,000.00"
2666,4,Duplex,Katampe,"22,000,000.00"
2667,4,Duplex,Katampe,"15,000,000.00"
2668,4,Duplex,Maitama,"25,000,000.00"
2669,4,Duplex,Maitama,"35,000,000.00"
2670,3,Apartment,Apo,"6,000,000.00"
2671,4,Apartment,Jabi,"30,000,000.00"
2672,5,Duplex,Maitama,"120,000,000.00"
2673,6,Duplex,Maitama,"50,000,000.00"
2674,3,Apartment,Jahi,"10,000,000.00"
2675,2,House,Garki,"4,000,000.00"
2676,1,Apartment,Gwarinpa,"3,000,000.00"
2677,3,Duplex,Jabi,"32,000,000.00"
2678,5,Duplex,Wuse,"25,000,000.00"
2679,3,House,Katampe,"12,000,000.00"
2680,1,Apartment,Durumi,"2,500,000.00"
2681,2,Apartment,Jahi,"7,000,000.00"
2682,1,Apartment,Life Camp,"2,500,000.00"
2683,2,Apartment,Guzape,"8,000,000.00"
2684,2,Apartment,Apo,"3,000,000.00"
2685,4,Duplex,Life Camp,"10,000,000.00"
2686,2,Apartment,Idu,"4,000,000.00"
2687,3,Apartment,Jahi,"20,000,000.00"
2688,2,Apartment,Lokogoma,"3,500,000.00"
2689,4,Duplex,Kado,"20,000,000.00"
2690,1,Apartment,Wuye,"4,500,000.00"
2691,5,Duplex,Guzape,"30,000,000.00"
2692,3,Bungalow,Kado,"15,000,000.00"
2693,5,Duplex,Maitama,"50,000,000.00"
2694,3,Duplex,Jabi,"32,000,000.00"
2695,2,Apartment,Gwarinpa,"3,500,000.00"
2696,3,Duplex,Apo,"5,000,000.00"
2697,3,Duplex,Gwarinpa,"7,500,000.00"
2698,2,Apartment,Gwarinpa,"5,000,000.00"
2699,1,Apartment,Life Camp,"3,000,000.00"
2700,1,Apartment,Jabi,"3,500,000.00"
2701,1,Apartment,Gwarinpa,"3,000,000.00"
2702,4,Duplex,Maitama,"240,000,000.00"
2703,2,Apartment,Garki,"5,000,000.00"
2704,4,Duplex,Life Camp,"5,000,000.00"
2705,4,Duplex,Wuye,"15,000,000.00"
2706,4,House,Life Camp,"15,000,000.00"
2707,3,Duplex,Jabi,"32,000,000.00"
2708,3,Apartment,Garki,"8,000,000.00"
2709,2,Apartment,Gwarinpa,"4,000,000.00"
2710,4,Duplex,Mabushi,"15,000,000.00"
2711,2,Apartment,Jahi,"7,000,000.00"
2712,4,Duplex,Idu,"8,000,000.00"
2713,3,Apartment,Jahi,"8,000,000.00"
2714,2,Apartment,Durumi,"4,000,000.00"
2715,4,Duplex,Katampe,"20,000,000.00"
2716,4,Duplex,Wuse,"25,000,000.00"
2717,6,Duplex,Maitama,"50,000,000.00"
2718,3,Duplex,Gwarinpa,"6,500,000.00"
2719,3,Apartment,Jabi,"35,000,000.00"
2720,2,Apartment,Mabushi,"13,000,000.00"
2721,4,Duplex,Gwarinpa,"10,000,000.00"
2722,4,Duplex,Gwarinpa,"10,000,000.00"
2723,3,Duplex,Jabi,"32,000,000.00"
2724,6,Duplex,Wuse,"40,000,000.00"
2725,5,Duplex,Katampe,"18,000,000.00"
2726,1,Apartment,Katampe,"10,000,000.00"
2727,1,Apartment,Katampe,"4,000,000.00"
2728,2,Apartment,Asokoro,"25,000,000.00"
2729,4,Duplex,Lugbe,"5,500,000.00"
2730,2,Apartment,Idu,"3,500,000.00"
2731,5,Duplex,Wuse,"30,000,000.00"
2732,4,Duplex,Apo,"13,500,000.00"
2733,4,Duplex,Lokogoma,"5,000,000.00"
2734,6,Duplex,Maitama,"50,000,000.00"
2735,4,Duplex,Wuse,"25,000,000.00"
2736,1,Apartment,Guzape,"10,000,000.00"
2737,4,Apartment,Wuye,"8,000,000.00"
2738,5,Duplex,Wuye,"15,000,000.00"
2739,3,Duplex,Jabi,"32,000,000.00"
2740,4,House,Mabushi,"12,000,000.00"
2741,3,Apartment,Jahi,"8,000,000.00"
2742,4,Duplex,Maitama,"30,000,000.00"
2743,3,Apartment,Mabushi,"8,000,000.00"
2744,3,Apartment,Wuse,"15,000,000.00"
2745,3,Apartment,Mabushi,"10,000,000.00"
2746,4,Duplex,Apo,"25,000,000.00"
2747,4,Duplex,Life Camp,"15,000,000.00"
2748,2,Apartment,Lugbe,"2,700,000.00"
2749,4,Duplex,Durumi,"200,000,000.00"
2750,4,Duplex,Life Camp,"15,000,000.00"
2751,3,Apartment,Life Camp,"4,000,000.00"
2752,2,Apartment,Life Camp,"3,500,000.00"
2753,3,Bungalow,Lokogoma,"6,000,000.00"
2754,3,Apartment,Jahi,"9,000,000.00"
2755,2,Apartment,Wuye,"7,000,000.00"
2756,3,Duplex,Jabi,"32,000,000.00"
2757,3,Apartment,Kaura,"7,000,000.00"
2758,5,Duplex,Katampe,"18,000,000.00"
2759,1,Apartment,Life Camp,"2,500,000.00"
2760,4,Duplex,Wuse,"60,000,000.00"
2761,3,Apartment,Jabi,"6,000,000.00"
2762,5,Duplex,Guzape,"20,000,000.00"
2763,9,House,Maitama,"180,000,000.00"
2764,12,Duplex,Maitama,"80,000,000.00"
2765,3,Duplex,Apo,"10,000,000.00"
2766,4,Duplex,Wuye,"20,000,000.00"
2767,3,Apartment,Lugbe,"3,000,000.00"
2768,4,Duplex,Lugbe,"7,000,000.00"
2769,3,Apartment,Jahi,"220,000,000.00"
2770,3,Apartment,Utako,"10,000,000.00"
2771,3,Duplex,Jabi,"32,000,000.00"
2772,3,Apartment,Katampe,"5,000,000.00"
2773,1,Apartment,Katampe,"5,000,000.00"
2774,2,Apartment,Wuye,"7,000,000.00"
2775,4,Duplex,Mabushi,"12,000,000.00"
2776,3,Apartment,Durumi,"4,500,000.00"
2777,2,Apartment,Guzape,"6,000,000.00"
2778,3,Duplex,Lugbe,"4,000,000.00"
2779,5,Duplex,Life Camp,"12,000,000.00"
2780,2,Apartment,Jahi,"10,000,000.00"
2781,3,Apartment,Jahi,"8,500,000.00"
2782,3,Apartment,Maitama,"15,000,000.00"
2783,4,Duplex,Wuye,"15,000,000.00"
2784,4,Duplex,Lugbe,"4,500,000.00"
2785,4,Duplex,Mabushi,"18,000,000.00"
2786,2,Apartment,Jabi,"5,000,000.00"
2787,1,Apartment,Apo,"2,000,000.00"
2788,4,Duplex,Mabushi,"14,000,000.00"
2789,7,Duplex,Maitama,"80,000,000.00"
2790,3,Duplex,Jabi,"32,000,000.00"
2791,5,Duplex,Lugbe,"12,000,000.00"
2792,4,Duplex,Katampe,"25,000,000.00"
2793,5,Duplex,Wuye,"25,000,000.00"
2794,9,Duplex,Maitama,"203,245,500.00"
2795,2,Duplex,Life Camp,"7,000,000.00"
2796,4,Duplex,Jabi,"13,000,000.00"
2797,3,Duplex,Lugbe,"5,500,000.00"
2798,2,Apartment,Jahi,"15,000,000.00"
2799,1,Apartment,Lugbe,"2,000,000.00"
2800,4,Duplex,Asokoro,"25,000,000.00"
2801,4,Duplex,Lokogoma,"17,000,000.00"
2802,3,Apartment,Durumi,"4,000,000.00"
2803,6,Duplex,Maitama,"50,000,000.00"
2804,5,Duplex,Jahi,"20,000,000.00"
2805,4,Duplex,Asokoro,"15,000,000.00"
2806,3,Apartment,Maitama,"30,000,000.00"
2807,3,Apartment,Maitama,"20,000,000.00"
