,index,Bedrooms,Property Category,District,Price(Float),Price_Per_Bed,effective_bedrooms,price_per_bedroom,district_tier,property_type_code
319,319,2,Apartment,Apo,5500000.0,2750000.0,2,2750000.0,Mid-Range,0
320,320,5,Duplex,Katampe,17000000.0,3400000.0,5,3400000.0,Luxury,2
322,322,3,Apartment,Jabi,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
323,323,3,Apartment,Gwarinpa,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
324,324,2,Apartment,Life Camp,4500000.0,2250000.0,2,2250000.0,Budget,0
325,325,1,Apartment,Life Camp,4000000.0,4000000.0,1,4000000.0,Budget,0
326,326,4,Duplex,Wuye,35000000.0,8750000.0,4,8750000.0,Luxury,2
327,327,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
328,328,5,Duplex,Wuye,35000000.0,7000000.0,5,7000000.0,Luxury,2
329,329,2,Apartment,Life Camp,5000000.0,2500000.0,2,2500000.0,Budget,0
330,330,5,Duplex,Wuye,35000000.0,7000000.0,5,7000000.0,Luxury,2
331,331,4,Duplex,Wuye,35000000.0,8750000.0,4,8750000.0,Luxury,2
332,332,2,Apartment,Lugbe,3000000.0,1500000.0,2,1500000.0,Budget,0
333,333,3,Apartment,Wuye,7000000.0,2333333.3333333335,3,2333333.3333333335,Luxury,0
334,334,2,Apartment,Wuye,8000000.0,4000000.0,2,4000000.0,Luxury,0
335,335,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
336,336,1,Apartment,Jahi,6000000.0,6000000.0,1,6000000.0,Mid-Range,0
337,337,4,Duplex,Jabi,30000000.0,7500000.0,4,7500000.0,Luxury,2
338,338,2,Apartment,Katampe,4500000.0,2250000.0,2,2250000.0,Luxury,0
339,339,4,Duplex,Mabushi,11000000.0,2750000.0,4,2750000.0,Mid-Range,2
340,340,4,Apartment,Mabushi,10000000.0,2500000.0,4,2500000.0,Mid-Range,0
341,341,2,Apartment,Gwarinpa,4000000.0,2000000.0,2,2000000.0,Budget,0
342,342,3,Apartment,Mabushi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
343,343,3,Apartment,Gwarinpa,4500000.0,1500000.0,3,1500000.0,Budget,0
344,344,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
345,345,3,Apartment,Wuse,5000000.0,1666666.6666666667,3,1666666.6666666667,Luxury,0
346,346,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
347,347,3,Apartment,Maitama,19000000.0,6333333.333333333,3,6333333.333333333,Luxury,0
348,348,5,Duplex,Wuye,35000000.0,7000000.0,5,7000000.0,Luxury,2
349,349,4,Duplex,Guzape,20000000.0,5000000.0,4,5000000.0,Luxury,2
350,350,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
351,351,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
352,352,5,Duplex,Kado,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
353,353,3,Apartment,Lugbe,13000000.0,4333333.333333333,3,4333333.333333333,Budget,0
354,354,5,Duplex,Utako,35000000.0,7000000.0,5,7000000.0,Mid-Range,2
355,355,5,Duplex,Apo,12000000.0,2400000.0,5,2400000.0,Mid-Range,2
356,356,3,Apartment,Jahi,13500000.0,4500000.0,3,4500000.0,Mid-Range,0
359,359,4,Duplex,Guzape,12000000.0,3000000.0,4,3000000.0,Luxury,2
360,360,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
361,361,3,Apartment,Wuse,9000000.0,3000000.0,3,3000000.0,Luxury,0
362,362,3,Apartment,Wuse,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
363,363,3,Apartment,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
364,364,3,Apartment,Idu,6000000.0,2000000.0,3,2000000.0,Budget,0
365,365,3,Apartment,Asokoro,15000000.0,5000000.0,3,5000000.0,Luxury,0
366,366,3,Apartment,Gwarinpa,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
367,367,4,Duplex,Wuse,25000000.0,6250000.0,4,6250000.0,Luxury,2
368,368,3,Apartment,Durumi,6000000.0,2000000.0,3,2000000.0,Budget,0
369,369,2,Apartment,Utako,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
370,370,4,Bungalow,Gwarinpa,8500000.0,2125000.0,4,2125000.0,Budget,1
371,371,3,Duplex,Asokoro,13000000.0,4333333.333333333,3,4333333.333333333,Luxury,2
372,372,4,Duplex,Life Camp,10500000.0,2625000.0,4,2625000.0,Budget,2
373,373,4,Duplex,Jahi,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
374,374,4,Apartment,Mabushi,11500000.0,2875000.0,4,2875000.0,Mid-Range,0
375,375,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
376,376,3,Apartment,Maitama,15000000.0,5000000.0,3,5000000.0,Luxury,0
377,377,3,Apartment,Mabushi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
378,378,5,Duplex,Utako,35000000.0,7000000.0,5,7000000.0,Mid-Range,2
379,379,2,House,Lugbe,4000000.0,2000000.0,2,2000000.0,Budget,3
381,381,5,Duplex,Katampe,15000000.0,3000000.0,5,3000000.0,Luxury,2
382,382,3,Apartment,Jahi,11500000.0,3833333.3333333335,3,3833333.3333333335,Mid-Range,0
383,383,2,Bungalow,Wuse,45000000.0,22500000.0,2,22500000.0,Luxury,1
384,384,4,Duplex,Gwarinpa,10000000.0,2500000.0,4,2500000.0,Budget,2
385,385,2,Apartment,Jahi,4500000.0,2250000.0,2,2250000.0,Mid-Range,0
386,386,3,Apartment,Gwarinpa,6000000.0,2000000.0,3,2000000.0,Budget,0
387,387,4,Duplex,Gwarinpa,40000000.0,10000000.0,4,10000000.0,Budget,2
388,388,2,Bungalow,Guzape,700000.0,350000.0,2,350000.0,Luxury,1
390,390,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
391,391,2,Apartment,Lugbe,3500000.0,1750000.0,2,1750000.0,Budget,0
393,393,1,Apartment,Katampe,8000000.0,8000000.0,1,8000000.0,Luxury,0
394,394,2,Apartment,Wuse,22000000.0,11000000.0,2,11000000.0,Luxury,0
395,395,4,Duplex,Life Camp,20000000.0,5000000.0,4,5000000.0,Budget,2
396,396,3,Apartment,Mabushi,1500000.0,500000.0,3,500000.0,Mid-Range,0
397,397,5,Duplex,Wuye,20000000.0,4000000.0,5,4000000.0,Luxury,2
398,398,5,Duplex,Mabushi,15000000.0,3000000.0,5,3000000.0,Mid-Range,2
401,401,4,Duplex,Life Camp,10000000.0,2500000.0,4,2500000.0,Budget,2
402,402,3,Duplex,Lugbe,15000000.0,5000000.0,3,5000000.0,Budget,2
403,403,3,Apartment,Gwarinpa,6000000.0,2000000.0,3,2000000.0,Budget,0
405,405,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
406,406,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
407,407,3,Apartment,Jahi,11500000.0,3833333.3333333335,3,3833333.3333333335,Mid-Range,0
408,408,5,Duplex,Katampe,20000000.0,4000000.0,5,4000000.0,Luxury,2
409,409,4,Duplex,Life Camp,25000000.0,6250000.0,4,6250000.0,Budget,2
410,410,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
411,411,2,Apartment,Katampe,14000000.0,7000000.0,2,7000000.0,Luxury,0
412,412,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
413,413,2,Apartment,Maitama,25000000.0,12500000.0,2,12500000.0,Luxury,0
414,414,5,Duplex,Guzape,35000000.0,7000000.0,5,7000000.0,Luxury,2
415,415,5,Duplex,Apo,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
416,416,4,Apartment,Lugbe,4500000.0,1125000.0,4,1125000.0,Budget,0
417,417,1,Apartment,Katampe,4500000.0,4500000.0,1,4500000.0,Luxury,0
418,418,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
419,419,3,Apartment,Durumi,9000000.0,3000000.0,3,3000000.0,Budget,0
420,420,4,Apartment,Wuye,8000000.0,2000000.0,4,2000000.0,Luxury,0
421,421,2,Apartment,Idu,4000000.0,2000000.0,2,2000000.0,Budget,0
422,422,1,Apartment,Lokogoma,1500000.0,1500000.0,1,1500000.0,Budget,0
423,423,3,Apartment,Wuse,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
424,424,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
425,425,3,Apartment,Wuse,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
426,426,5,Duplex,Apo,10000000.0,2000000.0,5,2000000.0,Mid-Range,2
427,427,3,Apartment,Wuse,47423950.0,15807983.333333334,3,15807983.333333334,Luxury,0
428,428,3,Apartment,Wuse,50000000.0,16666666.666666666,3,16666666.666666666,Luxury,0
429,429,3,Apartment,Guzape,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
430,430,2,Apartment,Guzape,21000000.0,10500000.0,2,10500000.0,Luxury,0
431,431,4,Duplex,Guzape,35000000.0,8750000.0,4,8750000.0,Luxury,2
433,433,4,House,Apo,20000000.0,5000000.0,4,5000000.0,Mid-Range,3
434,434,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
435,435,2,Apartment,Mabushi,15000000.0,7500000.0,2,7500000.0,Mid-Range,0
436,436,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
437,437,5,House,Asokoro,45000000.0,9000000.0,5,9000000.0,Luxury,3
438,438,2,Apartment,Asokoro,8000000.0,4000000.0,2,4000000.0,Luxury,0
439,439,2,Apartment,Jahi,11500000.0,5750000.0,2,5750000.0,Mid-Range,0
440,440,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
441,441,3,Apartment,Kaura,8000000.0,2666666.6666666665,3,2666666.6666666665,Budget,0
442,442,2,Apartment,Kaura,7000000.0,3500000.0,2,3500000.0,Budget,0
443,443,4,Duplex,Life Camp,25000000.0,6250000.0,4,6250000.0,Budget,2
444,444,3,Apartment,Jahi,5000000.0,1666666.6666666667,3,1666666.6666666667,Mid-Range,0
445,445,5,Duplex,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,2
446,446,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
447,447,5,Duplex,Utako,30000000.0,6000000.0,5,6000000.0,Mid-Range,2
448,448,4,Duplex,Apo,11000000.0,2750000.0,4,2750000.0,Mid-Range,2
450,450,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
451,451,3,Apartment,Utako,12000000.0,4000000.0,3,4000000.0,Mid-Range,0
452,452,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
453,453,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
454,454,6,Duplex,Wuse,45000000.0,7500000.0,6,7500000.0,Luxury,2
456,456,2,Apartment,Durumi,5500000.0,2750000.0,2,2750000.0,Budget,0
457,457,4,Duplex,Asokoro,20000000.0,5000000.0,4,5000000.0,Luxury,2
459,459,5,Duplex,Guzape,20000000.0,4000000.0,5,4000000.0,Luxury,2
460,460,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
461,461,4,Duplex,Guzape,47423950.0,11855987.5,4,11855987.5,Luxury,2
462,462,5,Duplex,Apo,25000000.0,5000000.0,5,5000000.0,Mid-Range,2
463,463,5,Duplex,Guzape,15000000.0,3000000.0,5,3000000.0,Luxury,2
464,464,5,House,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,3
465,465,2,Apartment,Jahi,6000000.0,3000000.0,2,3000000.0,Mid-Range,0
466,466,3,Apartment,Jahi,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,0
467,467,4,Duplex,Lugbe,7500000.0,1875000.0,4,1875000.0,Budget,2
468,468,5,Duplex,Apo,25000000.0,5000000.0,5,5000000.0,Mid-Range,2
469,469,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
471,471,2,Apartment,Durumi,5000000.0,2500000.0,2,2500000.0,Budget,0
472,472,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
473,473,4,Apartment,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,0
474,474,3,Duplex,Apo,8000000.0,2666666.6666666665,3,2666666.6666666665,Mid-Range,2
475,475,3,Apartment,Idu,5800000.0,1933333.3333333333,3,1933333.3333333333,Budget,0
476,476,3,Apartment,Katampe,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
477,477,2,Apartment,Life Camp,6000000.0,3000000.0,2,3000000.0,Budget,0
478,478,3,Apartment,Life Camp,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
479,479,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
480,480,3,Duplex,Garki,15000000.0,5000000.0,3,5000000.0,Mid-Range,2
481,481,2,Apartment,Wuye,9000000.0,4500000.0,2,4500000.0,Luxury,0
482,482,3,Apartment,Life Camp,6700000.0,2233333.3333333335,3,2233333.3333333335,Budget,0
483,483,2,Apartment,Life Camp,6000000.0,3000000.0,2,3000000.0,Budget,0
484,484,4,Duplex,Jahi,10000000.0,2500000.0,4,2500000.0,Mid-Range,2
485,485,4,Duplex,Jahi,13000000.0,3250000.0,4,3250000.0,Mid-Range,2
487,487,1,Bungalow,Lokogoma,2500000.0,2500000.0,1,2500000.0,Budget,1
488,488,2,Apartment,Jahi,7000000.0,3500000.0,2,3500000.0,Mid-Range,0
489,489,4,Duplex,Jahi,14000000.0,3500000.0,4,3500000.0,Mid-Range,2
491,491,3,Duplex,Asokoro,9000000.0,3000000.0,3,3000000.0,Luxury,2
493,493,4,Duplex,Guzape,17000000.0,4250000.0,4,4250000.0,Luxury,2
494,494,4,Duplex,Mabushi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
495,495,2,Apartment,Wuse,19000000.0,9500000.0,2,9500000.0,Luxury,0
496,496,2,Apartment,Wuse,22000000.0,11000000.0,2,11000000.0,Luxury,0
497,497,2,Apartment,Gwarinpa,4000000.0,2000000.0,2,2000000.0,Budget,0
498,498,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
499,499,1,Apartment,Jabi,11000000.0,11000000.0,1,11000000.0,Luxury,0
500,500,4,Duplex,Wuye,18000000.0,4500000.0,4,4500000.0,Luxury,2
501,501,3,Apartment,Jabi,5500000.0,1833333.3333333333,3,1833333.3333333333,Luxury,0
502,502,5,Duplex,Apo,25000000.0,5000000.0,5,5000000.0,Mid-Range,2
503,503,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
505,505,3,Apartment,Life Camp,7000000.0,2333333.3333333335,3,2333333.3333333335,Budget,0
506,506,5,House,Katampe,30000000.0,6000000.0,5,6000000.0,Luxury,3
507,507,3,Apartment,Lugbe,4500000.0,1500000.0,3,1500000.0,Budget,0
508,508,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
509,509,3,Apartment,Jahi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
510,510,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
511,511,6,Duplex,Katampe,20000000.0,3333333.3333333335,6,3333333.3333333335,Luxury,2
512,512,3,Apartment,Wuse,18000000.0,6000000.0,3,6000000.0,Luxury,0
513,513,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
514,514,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
515,515,2,Apartment,Guzape,9000000.0,4500000.0,2,4500000.0,Luxury,0
516,516,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
517,517,6,Duplex,Lokogoma,10000000.0,1666666.6666666667,6,1666666.6666666667,Budget,2
518,518,3,Bungalow,Kado,17000000.0,5666666.666666667,3,5666666.666666667,Mid-Range,1
519,519,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
521,521,4,Apartment,Idu,6500000.0,1625000.0,4,1625000.0,Budget,0
522,522,3,Apartment,Guzape,9000000.0,3000000.0,3,3000000.0,Luxury,0
523,523,4,Duplex,Idu,9000000.0,2250000.0,4,2250000.0,Budget,2
524,524,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
525,525,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
526,526,3,Apartment,Mabushi,7500000.0,2500000.0,3,2500000.0,Mid-Range,0
527,527,4,Duplex,Gwarinpa,8500000.0,2125000.0,4,2125000.0,Budget,2
528,528,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
529,529,1,Apartment,Kado,3500000.0,3500000.0,1,3500000.0,Mid-Range,0
530,530,3,Duplex,Asokoro,20000000.0,6666666.666666667,3,6666666.666666667,Luxury,2
531,531,3,Apartment,Apo,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
532,532,2,Apartment,Apo,7500000.0,3750000.0,2,3750000.0,Mid-Range,0
533,533,1,Apartment,Apo,5000000.0,5000000.0,1,5000000.0,Mid-Range,0
534,534,4,Duplex,Apo,11000000.0,2750000.0,4,2750000.0,Mid-Range,2
535,535,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
536,536,4,Duplex,Apo,12500000.0,3125000.0,4,3125000.0,Mid-Range,2
537,537,2,Apartment,Lugbe,2000000.0,1000000.0,2,1000000.0,Budget,0
538,538,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
540,540,2,Apartment,Jahi,4500000.0,2250000.0,2,2250000.0,Mid-Range,0
541,541,1,Apartment,Lugbe,2000000.0,2000000.0,1,2000000.0,Budget,0
542,542,3,Apartment,Maitama,35000000.0,11666666.666666666,3,11666666.666666666,Luxury,0
543,543,4,Duplex,Guzape,18000000.0,4500000.0,4,4500000.0,Luxury,2
544,544,5,Duplex,Maitama,50000000.0,10000000.0,5,10000000.0,Luxury,2
545,545,3,Apartment,Guzape,9000000.0,3000000.0,3,3000000.0,Luxury,0
546,546,3,Apartment,Mabushi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
549,549,2,Apartment,Garki,33000000.0,16500000.0,2,16500000.0,Mid-Range,0
550,550,3,Apartment,Katampe,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
551,551,3,Apartment,Wuye,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
552,552,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
553,553,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
555,555,3,Apartment,Mabushi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
556,556,4,House,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,3
557,557,5,Duplex,Asokoro,20000000.0,4000000.0,5,4000000.0,Luxury,2
558,558,2,Apartment,Guzape,25000000.0,12500000.0,2,12500000.0,Luxury,0
560,560,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
561,561,5,Duplex,Guzape,35000000.0,7000000.0,5,7000000.0,Luxury,2
562,562,4,Duplex,Mabushi,15000000.0,3750000.0,4,3750000.0,Mid-Range,2
563,563,3,Apartment,Mabushi,7500000.0,2500000.0,3,2500000.0,Mid-Range,0
564,564,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
565,565,6,Duplex,Gwarinpa,35000000.0,5833333.333333333,6,5833333.333333333,Budget,2
566,566,5,House,Katampe,15000000.0,3000000.0,5,3000000.0,Luxury,3
567,567,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
568,568,5,House,Katampe,17500000.0,3500000.0,5,3500000.0,Luxury,3
569,569,6,Duplex,Katampe,37000000.0,6166666.666666667,6,6166666.666666667,Luxury,2
570,570,5,Duplex,Guzape,25000000.0,5000000.0,5,5000000.0,Luxury,2
571,571,3,Apartment,Katampe,8500000.0,2833333.3333333335,3,2833333.3333333335,Luxury,0
573,573,1,Apartment,Katampe,6000000.0,6000000.0,1,6000000.0,Luxury,0
574,574,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
575,575,5,Duplex,Guzape,28000000.0,5600000.0,5,5600000.0,Luxury,2
576,576,4,Duplex,Guzape,15000000.0,3750000.0,4,3750000.0,Luxury,2
577,577,2,Apartment,Durumi,3500000.0,1750000.0,2,1750000.0,Budget,0
578,578,2,Apartment,Jahi,4500000.0,2250000.0,2,2250000.0,Mid-Range,0
579,579,3,Apartment,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,0
581,581,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
582,582,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
583,583,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
584,584,1,Apartment,Kado,6000000.0,6000000.0,1,6000000.0,Mid-Range,0
585,585,1,Apartment,Lugbe,1600000.0,1600000.0,1,1600000.0,Budget,0
586,586,4,Duplex,Katampe,30000000.0,7500000.0,4,7500000.0,Luxury,2
587,587,4,Duplex,Life Camp,14000000.0,3500000.0,4,3500000.0,Budget,2
588,588,4,Duplex,Gwarinpa,15000000.0,3750000.0,4,3750000.0,Budget,2
589,589,4,Duplex,Guzape,12000000.0,3000000.0,4,3000000.0,Luxury,2
590,590,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
591,591,5,Duplex,Wuye,30000000.0,6000000.0,5,6000000.0,Luxury,2
592,592,4,Duplex,Katampe,25000000.0,6250000.0,4,6250000.0,Luxury,2
593,593,5,Duplex,Asokoro,30000000.0,6000000.0,5,6000000.0,Luxury,2
594,594,3,Apartment,Asokoro,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,0
595,595,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
596,596,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
597,597,3,Apartment,Jabi,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
598,598,4,Duplex,Jabi,25000000.0,6250000.0,4,6250000.0,Luxury,2
601,601,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
602,602,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
603,603,1,Apartment,Gwarinpa,3500000.0,3500000.0,1,3500000.0,Budget,0
605,605,3,Duplex,Katampe,25000000.0,8333333.333333333,3,8333333.333333333,Luxury,2
606,606,4,Duplex,Jahi,13500000.0,3375000.0,4,3375000.0,Mid-Range,2
608,608,1,Duplex,Jahi,2000000.0,2000000.0,1,2000000.0,Mid-Range,2
609,609,3,Duplex,Jahi,10000000.0,3333333.3333333335,3,3333333.3333333335,Mid-Range,2
610,610,4,Duplex,Jabi,22000000.0,5500000.0,4,5500000.0,Luxury,2
611,611,5,Duplex,Durumi,25000000.0,5000000.0,5,5000000.0,Budget,2
612,612,6,Duplex,Katampe,37500000.0,6250000.0,6,6250000.0,Luxury,2
613,613,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
614,614,1,Apartment,Lokogoma,2000000.0,2000000.0,1,2000000.0,Budget,0
615,615,5,Duplex,Wuse,13000000.0,2600000.0,5,2600000.0,Luxury,2
616,616,1,Apartment,Wuse,4000000.0,4000000.0,1,4000000.0,Luxury,0
617,617,3,Apartment,Utako,6500000.0,2166666.6666666665,3,2166666.6666666665,Mid-Range,0
618,618,3,Bungalow,Lokogoma,6000000.0,2000000.0,3,2000000.0,Budget,1
619,619,4,Duplex,Idu,9000000.0,2250000.0,4,2250000.0,Budget,2
621,621,1,Apartment,Jabi,2500000.0,2500000.0,1,2500000.0,Luxury,0
622,622,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
623,623,3,Apartment,Jabi,5500000.0,1833333.3333333333,3,1833333.3333333333,Luxury,0
624,624,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
625,625,4,Duplex,Idu,9000000.0,2250000.0,4,2250000.0,Budget,2
626,626,4,Duplex,Guzape,45000000.0,11250000.0,4,11250000.0,Luxury,2
627,627,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
630,630,3,Apartment,Guzape,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
631,631,3,Apartment,Katampe,6000000.0,2000000.0,3,2000000.0,Luxury,0
632,632,2,Apartment,Wuye,6500000.0,3250000.0,2,3250000.0,Luxury,0
633,633,3,Apartment,Life Camp,5000000.0,1666666.6666666667,3,1666666.6666666667,Budget,0
634,634,6,Duplex,Katampe,30000000.0,5000000.0,6,5000000.0,Luxury,2
635,635,4,Duplex,Maitama,25000000.0,6250000.0,4,6250000.0,Luxury,2
636,636,3,Apartment,Utako,6500000.0,2166666.6666666665,3,2166666.6666666665,Mid-Range,0
637,637,4,Duplex,Jabi,35000000.0,8750000.0,4,8750000.0,Luxury,2
638,638,1,Apartment,Jabi,2500000.0,2500000.0,1,2500000.0,Luxury,0
639,639,4,Duplex,Wuye,15000000.0,3750000.0,4,3750000.0,Luxury,2
640,640,6,Duplex,Katampe,35000000.0,5833333.333333333,6,5833333.333333333,Luxury,2
642,642,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
643,643,2,Apartment,Katampe,20000000.0,10000000.0,2,10000000.0,Luxury,0
644,644,3,Apartment,Wuye,10000000.0,3333333.3333333335,3,3333333.3333333335,Luxury,0
645,645,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
646,646,3,Apartment,Wuye,8000000.0,2666666.6666666665,3,2666666.6666666665,Luxury,0
647,647,4,Duplex,Life Camp,15000000.0,3750000.0,4,3750000.0,Budget,2
648,648,3,Apartment,Jahi,8500000.0,2833333.3333333335,3,2833333.3333333335,Mid-Range,0
649,649,3,Apartment,Mabushi,9000000.0,3000000.0,3,3000000.0,Mid-Range,0
650,650,2,Apartment,Durumi,5000000.0,2500000.0,2,2500000.0,Budget,0
651,651,4,Apartment,Wuse,6000000.0,1500000.0,4,1500000.0,Luxury,0
652,652,4,Duplex,Jahi,12000000.0,3000000.0,4,3000000.0,Mid-Range,2
655,655,4,Duplex,Jabi,12000000.0,3000000.0,4,3000000.0,Luxury,2
656,656,5,Duplex,Lokogoma,13000000.0,2600000.0,5,2600000.0,Budget,2
657,657,3,Apartment,Idu,6000000.0,2000000.0,3,2000000.0,Budget,0
658,658,3,Duplex,Jabi,32000000.0,10666666.666666666,3,10666666.666666666,Luxury,2
659,659,2,Apartment,Gwarinpa,3500000.0,1750000.0,2,1750000.0,Budget,0
660,660,2,Apartment,Maitama,33874250.0,16937125.0,2,16937125.0,Luxury,0
662,662,2,Apartment,Maitama,47423950.0,23711975.0,2,23711975.0,Luxury,0
663,663,4,Duplex,Maitama,30000000.0,7500000.0,4,7500000.0,Luxury,2
664,664,3,Apartment,Wuye,12000000.0,4000000.0,3,4000000.0,Luxury,0
665,665,3,Apartment,Asokoro,15000000.0,5000000.0,3,5000000.0,Luxury,0
